program_id;program_name;raiku_category;subcategory;raiku_product;source;notes
99vQwtBwYtrqqD9YSXbdum3KBdxPAVxYTaQ3cfnJSrN2;Relay Bridge;bridge;cross_chain;aot;solscan;Solscan: Relay Bridge
Q72w4coozA552keKDdeeh2EyQw32qfMFsHPu6cbatom;Tip Bot (Q72w4);arb_bot;tips;jit;behavioral;0.62 SOL / 124K txs / 36 CU / 142.82 fee/CU = 36 CU!! extreme fee/CU = pure tip program
wMNFSTkir3HgyZTsB7uqu3i7FA73grFCptPXgrZjksL;Manifest Order Book;dex;orderbook;both;solscan;Solscan: Manifest - orderbook MMs (AOT) + traders (JIT)
9KuRi5CasX6XWCK846nhfRQmW32g6uuFdfaBkfxjgMpG;Unknown DeFi (9KuRi);unknown;unknown;potential;behavioral;6.5B CU / 0.1% fail
SQDS4ep65T869zMMBKyuUq6aD6EgTu8psMjkvj52pCf;Squads Multisig v4;other;multisig;neither;squads_docs;Squads multisig protocol - treasury management infrastructure
SpLtnk7AMeg3WC8smGfPw43zFdeNeiYQSiecZM5tPBQ;SPL Utility;other;infrastructure;neither;manual_override;0.54 SOL / 107K txs / 8K CU
CyahQUBnG86tAjrjCefx7gJWfbmvG7YVMooaMmCxDLva;Unknown DeFi (CyahQ);unknown;unknown;potential;behavioral;0.53 SOL / 13K txs / 74K CU
wormDTUJ6AWPNvk59vGQbDvGJmqbDTdgWgAqcLBCgUb;Wormhole Core;bridge;cross_chain;potential;wormhole_docs;Wormhole core bridge - cross-chain message relay
DEGNpUs8DhLSdDiU25BAmCQn2U6eN8nMAYwbLb41BPqY;DeGods/DeLabs;nft;marketplace;potential;behavioral;0.51 SOL / 12K txs / 64K CU = NFT protocol operations
So1endDq2YkqhipRh3WViPa8hdiSpxWy6z3Z6tMCpAo;Solend v2;lending;pool;aot;solend_docs;Solend v2 lending pool - liquidation keepers = AOT
zapvX9M3uf5pvy4wRPAbQgdQsM1xmuiFnkfHKPvwMiz;Meteora Zap;dex;aggregator;both;solscan;Solscan: Meteora Zap - LP aggregation
FsWxHsafrajWKW5YZTT76D8sYCAVfbA4iNoPxNFQqUet;Arbitrage Bot (FsWxH);arb_bot;arbitrage;jit;solscan;Solscan: Arbitrage Bot
KvauGMspG5k6rtzrqqn7WNn3oZdyKqLKwK2XWQ8FLjd;Kvault Program;cranker;vault;aot;solscan;Solscan: Kvault - vault rebalancing = AOT
HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ;Liquid Mesh Router;dex;aggregator;both;solscan;Solscan: Liquid Mesh Router
AQZdYsg36tEn8ZJ7RKSSLbUSLoGPBi71TCLruCDepYom;Luck.io Program;gaming;casino;potential;solscan;Solscan: Luck.io
G1gWiF8QpAYsBr55RzPR2QLJ4xesaKv67aZeo9zUrtix;TIX Program;nft;ticketing;neither;solscan;Solscan: TIX - NFT ticketing
MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms;Manifest;dex;orderbook;both;solscan;Solscan: Manifest - orderbook
MAyhSmzXzV1pTf7LsNkrNwkWKTo4ougAJ1PPg47MD4e;Pump Mayhem;dex;launchpad;potential;solscan;Solscan: Pump Mayhem - token launch
AtomCf57Gdp49TDf2q6w7ypqEwPEaCCpxbpTdD4RmDQt;Arbitrage Bot (AtomC);arb_bot;arbitrage;jit;solscan;Solscan: Arbitrage Bot
Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB;Meteora Pools;dex;amm;both;solscan;Solscan: Meteora Pools
TRDwq3BN4mP3m9KsuNUWSN6QDff93VKGSwE95Jbr9Ss;Triad Prediction Market;gaming;prediction;potential;solscan;Solscan: Triad Prediction Market
DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH;DFlow Aggregator v4;dex;aggregator;both;programs_ts;Solana Explorer: DFlow DEX aggregation
SPoo1Ku8WFXoNDMHPsrGSTSG1Y47rzgn41SLUNakuHy;Stake Pool Program;other;staking;aot;programs_ts;SPL Stake Pool - staking management = AOT
L2TExMFKdjpN9kozasaurPirfHy9P8sbXoAN1qA3S95;Lighthouse Program;other;validation;neither;programs_ts;Lighthouse - assertion/validation
jup3YeL8QhtSx1e253b2FDvsMNC87fDrgQZivbrndc9;Jupiter Lend Earn;lending;yield;aot;agent;Jupiter lending/yield = rebalancing = AOT
MevFXXGBgBMbr2c9G6GWE9Vo8qo8GCVed4jn1npP5tG;MEV Bot (MevFXX);arb_bot;mev;jit;prefix;Mev prefix = MEV bot
mineyqqBfrwxpHdgjrp7rKeA3QsnpjtLeYo9bbbzQq3;Mining Program (miney);depin;pow;neither;prefix;mine prefix = PoW mining
mineWsRs2Rmw2jPMkVbgAbDjV1E23yQ8TEodaX3iza4;Mining Program (mineW);depin;pow;neither;prefix;mine prefix = PoW mining
strmRqUCoQUgGUan5YhzUZa6KqdzwX5L6FpUxfmKg5m;Streamflow;other;vesting;aot;prefix;strm prefix = token vesting/streaming = AOT
GovaE4iu227srtG2s3tZzB4RmWBzw8sTwrCLZz7kN7rY;Governance Program (Gova);other;dao;neither;prefix;Gova prefix = governance
Swap2Ex1jbDx4c2kDVgCrUX3GWCHZsFn4n8vecY5ycf;Swap Program;dex;swap;potential;prefix;Swap prefix + 56% fail rate
3AQz4t3ShixZWw5vhvkAindHhMco3s12gxgvGuMeh2Yg;Trading Bot (3AQz4);arb_bot;arbitrage;jit;behavioral;91.1% fail = aggressive trading bot
BwRZQcpiqQrQkpfWJDxzcpojPRmTB21FoVQYkcZBBReo;Trading Bot (BwRZQ);arb_bot;arbitrage;jit;behavioral;92.8% fail = aggressive trading bot
2M86GVGn3AHgAX9afQrYeSEETJBs9qmDtxb3f6kEa87H;Trading Bot (2M86G);arb_bot;arbitrage;jit;behavioral;97.8% fail = aggressive trading bot
G2E4eoenFMirpFKRfHNo2koDP7mrhnNWVwxyHASSpjQD;Trading Bot (G2E4e);arb_bot;arbitrage;jit;behavioral;99.6% fail = aggressive trading bot
BzKgd9G8JXPPC91yrYfSQcHfQsgiARwGETH4VQYfGB8p;Trading Bot (BzKgd);arb_bot;arbitrage;jit;behavioral;85.7% fail = aggressive trading bot
9GCBb4NsSDRuEkkGfQkN37oppmMVPops5sXDWhAKAvQQ;Trading Bot (9GCBb);arb_bot;arbitrage;jit;behavioral;99.8% fail = aggressive trading bot
Sea3VpnUhM9WqWqUqVGxjqqxzFvkb8abkXaPVKdmyiR;Trading Bot (Sea3V);arb_bot;arbitrage;jit;behavioral;100% fail = aggressive spam bot
VisTAPABATtyG5FGQ3twF7Hk6xAi6qBPS5BLuGoSQ3i;Trading Bot (VisTAP);arb_bot;arbitrage;jit;behavioral;78.3% fail = trading bot
3Wn9MScovnLzVB4B8DxtchiPrX7jSanSgvUqSQfBM3MW;Trading Bot (3Wn9M);arb_bot;arbitrage;jit;behavioral;45.7% fail = borderline trading bot
DGgwXnCW9ERZoqEbk47Z1Ny7tHmpptFLzBmq9ydua259;Trading Bot (DGgwX);arb_bot;arbitrage;jit;behavioral;27.7% fail + high CU = trading bot
ajXj7hMUguMEwF2oAsQR7wyV54UcqpubHUAvMGKnHDh;Unknown DeFi (ajXj7);unknown;unknown;potential;behavioral;6.2B CU / 1.1% fail
5ifgd2hU3y8k1EhuEW2DZRTkFGHCZ3WHsQ1JHL5MCvxZ;Unknown DeFi (5ifgd);unknown;unknown;potential;behavioral;3.6B CU / 0% fail
JB3iGFeeT1K8mWmdVzypBowsyG28DYTSSvdQgcdTfF7P;Unknown DeFi (JB3iG);unknown;unknown;potential;behavioral;2.6B CU / 0% fail
MNRytDTTpyyKbHuUCax5ZP5ZJf2X6iErjuBtS5sn2kc;Unknown DeFi (MNRyt);unknown;unknown;potential;behavioral;2.6B CU / 0% fail
65VKabrEQy6UDtcrZKmRGpizaZWw3aANKV5XMb3geJng;Unknown DeFi (65VKa);unknown;unknown;potential;behavioral;2.5B CU / 5.9% fail
BhJiMfRrxYXDhm73tL5neTJbWkkyfH6DbR8od2smYtJj;Unknown DeFi (BhJiM);unknown;unknown;potential;behavioral;2.4B CU / 0% fail
SAbErai3UvzycbkooTMoQkD3Y7JVr5aEf7tEHBW1AWf;Verified Arb Bot (SAbEr);arb_bot;arbitrage;both;manual_override;2.0B CU
BqYjRiMGYHMfKTwwra7Lg8eMxEKF3oJiTkPEwir1hw3s;Unknown DeFi (BqYjR);unknown;unknown;potential;behavioral;1.9B CU
4TGVS3XzavdmjdEU6axw2Wtzc7iV94HoQo55eHteqrd7;Unknown DeFi (4TGVS);unknown;unknown;potential;behavioral;1.9B CU
8kJBErpatzi1AapVvF1AfwspAJ3k611WdQqE48JmVxAv;Unknown DeFi (8kJBE);unknown;unknown;potential;behavioral;1.7B CU
741nYipMruTkSC2N1F38yXfMWTDywSCAAhddpXmw6KiX;Unknown DeFi (741nY);unknown;unknown;potential;behavioral;1.6B CU
L6pUpkHtq3CLtJRTrZ9GsBxfweZ8iPS6CnDQMdmcbad;Unknown DeFi (L6pUp);unknown;unknown;potential;behavioral;1.5B CU
CdqN1SG856NhbZ9EW3RZRkPi7trjHfNx9RKZPUcgqjqf;Unknown DeFi (CdqN1);unknown;unknown;potential;behavioral;1.5B CU
HbPEwwAbEqbTJ3H8gJc7VYw1VB7ZMTRAm5u1QvQiUk4E;Unknown DeFi (HbPEw);unknown;unknown;potential;behavioral;1.5B CU
3Hm8UuHLTrPFU8tvUYDX8ZkzYRszYbVLEJozTBGsXYDJ;Unknown DeFi (3Hm8U);unknown;unknown;potential;behavioral;1.3B CU
79NiGoTLeZUH5YUVDJmyiqFHwDUJFUxSpFxbQpacx7RZ;Unknown DeFi (79NiG);unknown;unknown;potential;behavioral;1.3B CU
GnsXPmmSVJoUS9dB4m9a3819jpZNY7pS4jVUtCfutTwY;Unknown DeFi (GnsXP);unknown;unknown;potential;behavioral;1.2B CU
9ddjzqYhSTMHaBrrKukRXRfy4WzHUPjdX88uPXZ7MXyn;Unknown DeFi (9ddjz);unknown;unknown;potential;behavioral;1.2B CU
oBNKAcrLhfRhYn7QnmjevGAvR7cCs47CAufBSJGhwt3;Unknown DeFi (oBNKA);unknown;unknown;potential;behavioral;1.2B CU
GekCNWDH4dMHZ8RWgN4w9KycNfb7AdM5cLe6w4E39Y46;Unknown DeFi (GekCN);unknown;unknown;potential;behavioral;1.2B CU
Vk8So9iUmmJeuWhdDmdGox8xono1UJ7KUPA5vWq7MAA;Unknown DeFi (Vk8So);unknown;unknown;potential;behavioral;1.1B CU
gdrpGjVffourzkdDRrQmySw4aTHr8a3xmQzzxSwFD1a;Unknown DeFi (gdrpG);unknown;unknown;potential;behavioral;1.1B CU
4Wbqb1mAPFfR3oQPfyWJ4vsntNECWXMn8aS7LybkwhWo;Unknown DeFi (4Wbqb);unknown;unknown;potential;behavioral;1.1B CU
3SPZe4P7h5Jjn2cuS5WXS2GpnyLHUQPzAxNLXBGuEb3S;Unknown DeFi (3SPZe);unknown;unknown;potential;behavioral;1.1B CU
ALPHAQmeA7bjrVuccPsYPiCvsi428SNwte66Srvs4pHA;AlphaQ;prop_amm;prop_amm;aot;dune_spellbook;PropAMM stableswap by unknown team - oracle/quote updates = AOT (spellbook start: 2025-08-29)
AQU1FRd7papthgdrwPTTq5JacJh8YtwEXaBfKU3bTz45;Aquifer;prop_amm;prop_amm;aot;dune_spellbook;PropAMM - oracle/quote updates = AOT (spellbook start: 2025-06-26)
goonuddtQRrWqqn5nFyczVKaie28f3KDkHWkHtURSLE;GoonFi V2;prop_amm;prop_amm;aot;dune_spellbook;PropAMM by unknown team - oracle/quote updates = AOT (spellbook V2 start: 2025-12-12)
obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y;Obric V2;prop_amm;prop_amm;aot;dune_spellbook;PropAMM by Obric team (ex-Aptos) - oracle/quote updates = AOT (spellbook start: 2024-06-04)
SCoRcH8c2dpjvcJD6FiPbCSQyQgu3PcUAWj2Xxx3mqn;Scorch;prop_amm;prop_amm;aot;dune_spellbook;PropAMM - oracle/quote updates = AOT (spellbook start: 2025-11-28)
SV2EYYJyRz2YhfXwXnhNAevDEui5Q6yrfyo13WtupPF;SolFi V2;prop_amm;prop_amm;aot;dune_spellbook;PropAMM by Ellipsis Labs (Phoenix team) - oracle/quote updates = AOT (spellbook V2 start: 2025-08-07)
TessVdML9pBGgG9yGks7o4HewRaXVAMuoVj4x83GLQH;Tessera V;prop_amm;prop_amm;aot;dune_spellbook;PropAMM by Wintermute - oracle/quote updates = AOT (spellbook start: 2025-06-12)
FW6zUqn4iKRaeopwwhwsquTY6ABWLLgjxtrC3VPnaWBf;WhaleStreet;prop_amm;prop_amm;aot;dune_spellbook;PropAMM - oracle/quote updates = AOT (spellbook start: 2025-11-20)
ZERor4xhbUycZ6gb9ntrhqscUcZmAbQDjEAtCf4hbZY;ZeroFi;prop_amm;prop_amm;aot;dune_spellbook;PropAMM by unknown team - oracle/quote updates = AOT (spellbook start: 2024-12-12)
mv3ekLzLbnVPNxjSKvqBpU3ZeZXPQdEC3bp5MDEBG68;Mango Markets V3;perps;perpetuals;both;dune_query_2656722;Perps DEX - crankers/keepers = AOT + traders/liquidators = JIT
5fNfvyp5czQVX77yoACa3JJVEhdRaWjPuazuWgjhTqEH;Mango Markets V2;perps;perpetuals;both;dune_query_2656722;Mango V2 (legacy) - same logic as V3
JD3bq9hGdy38PuWQ4h2YJpELmHVGPPfFSuFkpzAd9zfu;Mango Markets V1;perps;perpetuals;neither;dune_query_2656722;Mango V1 (deprecated) - no longer active
4MangoMjqJ2firMokCjjGgoK8d4MXcrgL7XJaL3w6fVg;Mango Markets V4;perps;perpetuals;both;dune_query_2656722;Mango V4 (current) - crankers = AOT + traders = JIT
78b8f4cGCwmZ9ysPFMWLaLTkkaYnUjwMJYStWe5RTSSX;Mango Group;perps;perpetuals;neither;dune_query_2656722;Mango Group account (admin/config) - not a trading program
22Y43yTVxuUkoRKdm9thyRhQ3SdgQS7c7kB6UNCiaczD;Serum Swap;dex;orderbook;potential;dune_query_2656722;Serum swap interface - legacy but MMs may still use
EUqojwWA2rd19FZrzeBncJsm38Jm1hEhE3zsmX3bRc2o;Serum DEX V2;dex;orderbook;neither;dune_query_2656722;Serum V2 (deprecated)
BJ3jrUzddfuSrZHXSCxMUUQsjKEyLmuuyZebkcaFp2fg;Serum DEX V1;dex;orderbook;neither;dune_query_2656722;Serum V1 (deprecated)
4ckmDgGdxQoPDLUkDT3vHgSAkzA3QRdNq5ywwY4sUSJn;Serum DEX V1b;dex;orderbook;neither;dune_query_2656722;Serum V1 alt (deprecated)
AMM55ShdkoGRB5jVYPjWziwk8m5MpwyDgsMWHaMSQWH6;Aldrin AMM;dex;amm;potential;dune_query_2656722;Aldrin AMM V1 - low volume DEX
CURVGoZn8zycx6FXwwevgBTB2gVvdbGTEpvMJDbgs2t4;Aldrin AMM V2;dex;amm;potential;dune_query_2656722;Aldrin AMM V2 - low volume DEX
RVKd61ztZW9GUwhRbbLoYVRE5Xf1B2tVscKqwZqXgEr;Raydium V2;dex;amm;neither;dune_query_2656722;Raydium V2 (deprecated) - superseded by V4
27haf8L6oxUeXrHrgEgsexjSY5hbVUWEmvv9Nyxg8vQv;Raydium V3;dex;amm;neither;dune_query_2656722;Raydium V3 (deprecated) - superseded by V4
EhhTKczWMGQt46ynNeRX1WfeagwwJd7ufHvCDjRxjo5Q;Raydium Stake;cranker;farming;neither;dune_query_2656722;Raydium staking/farming (legacy)
CBuCnLe26faBpcBP2fktp4rp8abpcAnTWft6ZrP5Q4T;Raydium Stake V4;cranker;farming;potential;dune_query_2656722;Raydium farming V4 - auto-compound keepers could use AOT
9KEPoZmtHUrBbhWN1v1KWLMkkvwY6WLtAVUCPRtRjP4z;Raydium Stake V5;cranker;farming;potential;dune_query_2656722;Raydium farming V5 - auto-compound keepers could use AOT
SSwpkEEcbUqx4vtoEByFjSkhKdCT862DNVb52nZg1UZ;Saber Stable Swap;dex;stableswap;potential;dune_query_2656722;Saber stableswap - legacy but may still have volume
Crt7UoUR6QgrFrN7j8rmSQpUTNWNSitSwWvsWGf1qZ5t;Saber Router;dex;stableswap;potential;dune_query_2656722;Saber routing - same logic as Saber
MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky;Mercurial Stable Swap;dex;stableswap;neither;dune_query_2656722;Mercurial (deprecated - merged into Meteora)
SWABtvDnJwWwAb9CbSA3nv7nTnrtYjrACAVtuP3gyBB;Mercurial Stable Swap V2;dex;stableswap;neither;dune_query_2656722;Mercurial V2 (deprecated - merged into Meteora)
82yxjeMsvaURa4MbZZ7WZZHfobirZYkH1zF8fmeGtyaQ;Orca Aquafarm;dex;amm;neither;dune_query_2656722;Orca legacy farming (deprecated - superseded by Whirlpool)
DjVE6JNiYqPL2QXyCUUh8rNjHrbz9hXHNYt99MQ59qw1;Orca Token Swap;dex;amm;neither;dune_query_2656722;Orca legacy swap V1 (deprecated)
9W959DqEETiGZocYWCQPaJ6sBmUzgfxXfqGeTEdp3aQP;Orca Token Swap V2;dex;amm;neither;dune_query_2656722;Orca legacy swap V2 (deprecated - superseded by Whirlpool)
SSwpMgqNDsyV7mAgN9ady4bDVu5ySjmmXejXvy2vLt1;Step Finance Swap;dex;amm;potential;dune_query_2656722;Step Finance DEX aggregator - may route through RAIKU
SwaPpA9LAaLfeLi3a68M4DjnLqgtticKg6CnyNwgAC8;Swap Program SPL;dex;swap;neither;dune_query_2656722;SPL Token Swap standard - system infrastructure
Dooar9JkhdZ7J3LHN3A7YCuoGRUggXhQaG4kijfLGU2j;Dooar Swap;dex;amm;potential;dune_query_2656722;StepN DEX - may still have some volume
MarBmsSgKXdrN1egZf5sqe1TMai9K1rChYNDJgjq7aD;Marinade Finance;cranker;liquid;aot;dune_query_2656722;Marinade staking program - stake rebalance = AOT (same as mSoLz entry)
EewxydAPCCVuNEyrVN68PuSYdQ7wKn27V9Gjeoi8dy3S;Lifinity;prop_amm;proactive_mm;aot;dune_query_2656722;Lifinity proactive MM DEX - oracle-driven rebalancing like PropAMMs = AOT
JUP2jxvXaqu7NQY1GmNF4m1vodw12LVXYxbFL2uJvfo;Jupiter V2;dex;aggregator;neither;dune_query_2656722;Jupiter V2 (deprecated)
JUP3c2Uh3WA4Ng34tw6kPd2G4C5BB21Xo36Je1s32Ph;Jupiter V3;dex;aggregator;neither;dune_query_2656722;Jupiter V3 (deprecated)
JUP4Fb2cqiRUcaTHdrPC8h2gNsA2ETXiPDD33WcGuJB;Jupiter V4;dex;aggregator;both;dune_query_2656722;Jupiter V4 - aggregator routing reliability (AOT) + fast fills (JIT)
JUP5pEAZeHdHrLxh5UCwAbpjGwYKKoquCpda2hfP4u8;Jupiter V5;dex;aggregator;both;dune_query_2656722;Jupiter V5 - same logic as V4 + limit orders
ZETAxsqBRek56DhiGXrn75yj2NHU3aYUnxvHXpkf3aD;ZetaDex;dex;orderbook;both;dune_query_2656722;Zeta DEX orderbook (distinct from ZetaMarkets perps) - MMs (AOT) + traders (JIT)
ZDx8a8jBqGmJyxi1whFxxCo5vG6Q9t4hTzW2GSixMKK;01 DEX;dex;orderbook;both;dune_query_2656722;01 Exchange orderbook - MMs (AOT) + traders (JIT)
FcfzrnurPFXwxbx332wScnD5P86DwhpLpBbQsnr6LcH5;Friktion;lending;structured_products;neither;dune_query_2656722;Friktion (shut down 2023) - no longer active
R2y9ip6mxmWUj4pt54jP2hz2dgvMozy9VTSwMWE7evs;PsyOptions;lending;options;both;dune_query_2656722;Options protocol - settlement keepers = AOT + traders = JIT
6MLxLqiXaaSUpkgMnWDTuejNZEz3kE7k2woyHGVFw319;Crema Finance;dex;clmm;neither;dune_query_2656722;Crema Finance (exploited/shut down) - no longer active
7vxeyaXGLqcp66fFShqUdHxdacp4k4kwUpRSSeoZLCZ4;Solfarm/Tulip;cranker;yield;neither;dune_query_2656722;Tulip/Solfarm (shut down) - no longer active
Port7uDYB3wk6GJAw4KT1WpTeMtSu9bTcChBHkX2LfR;Port Finance;lending;pool;neither;dune_query_2656722;Port Finance (exploited/shut down) - no longer active
CYPH3o83JX6jY6NkbproSpdmQ5VWJtxjfJ5P8veyYVu3;Cypher;perps;perpetuals;neither;dune_query_2656722;Cypher (exploited/shut down 2023) - no longer active
HubbLeXBb7qyLHt3x7gvYaRrxQmmgExb7fCJgDqFuB6T;Hubble Protocol;lending;stablecoin;neither;dune_query_2656722;Hubble (shut down) - no longer active
PSwapMdSai8tjrEXcxFeQth87xC4rRsa4VA5mhGhXkP;Penguin Finance;dex;amm;neither;dune_query_2656722;Penguin Finance (shut down) - no longer active
TWAPzC9xaeBpgDNF26z5VAcmxBowVz5uqmTx47LkWUy;LP Finance TWAP;cranker;yield;potential;dune_query_2656722;LP Finance TWAP orders - scheduled execution = AOT potential
8Hka1oR6uoNLqjpYXXDKpF6NwiYidD6L3ncQdfu11aWw;LP Finance;cranker;yield;potential;dune_query_2656722;LP Finance yield protocol
CrX7kMhLC3cSsXJdT7JDgqrRVWGnUpX3gfEfxxU2NVLi;Lido;cranker;liquid;neither;dune_query_2656722;Lido on Solana (shut down/withdrawn) - no longer active
SSwapUtytfBdBn1b9NUGG6foMVPtcWgpRU32HToDUZr;Saros;dex;amm;potential;dune_query_2656722;Saros DEX - low volume but active
Jito4APyf642JPZPx3hGc6WWJ8zPKtRbRs4P815Awbb;Jito Stake Pool;cranker;liquid;aot;dune_query_2656722;JitoSOL liquid staking - stake rebalancing = AOT
bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1;BlazeStake;cranker;liquid;aot;dune_query_2656722;bSOL liquid staking by Solana Foundation - stake rebalancing = AOT
5ocnV1qiCgaQR8Jb8xWnVbApfaygJ8tNoZfgPwsgx9kx;Sanctum Infinity;cranker;liquid;aot;sanctum_docs;Sanctum Infinity multi-LST pool (INF token $191M MCap) - rebalancing = AOT
he1iusmfkpAdwvxLNGV8Y1iSbj4rUy6yMhEA3fotn9A;Helius hSOL (token);cranker;liquid;aot;solana_compass;Helius Staked SOL token mint ($30M MCap) - uses sanctum-pools program - rebalancing = AOT
Dso1bDeDjCQxTrWHqUUi63oBvV7Mdm6WaobLbQ7gnPQ;Drift dSOL (token);cranker;liquid;aot;solana_compass;Drift Staked SOL token mint ($2.4M MCap) - uses sanctum-pools program - rebalancing = AOT
13gDzEXCdocbj8iAiqrScGo47NiSuYENGsRqi3SEAwet;Adrena Protocol;perps;perpetuals;both;solana_explorer;Adrena perps DEX (up to 100x leverage) - keepers/crankers = AOT + traders/liquidators = JIT
Gmso1uvJnLbawvw7yezdfCDcPydwW2s2iqG3w6MDucLo;GMTrade Store;perps;perpetuals;both;solscan;GMTrade (ex-GMXSOL) perps - GMX fork on Solana ($142M 24h vol) - keepers = AOT + traders = JIT
GTuvYD5SxkTq4FLG6JV1FQ5dkczr1AfgDcBHaFsBdtBg;GMTrade Treasury;perps;perpetuals;neither;github_anchor;GMTrade treasury program - not directly a trading program
GAMMA7meSFWaBXF25oSUgmGRwaW6sCMFLmBNiMSdbHVT;GooseFX GAMMA;dex;amm;both;github_goosefx;GooseFX GAMMA AMM (perps sunsetted) - dynamic fees CP AMM - LPs = AOT + traders = JIT
SW1TCH7qEPTdLsDHRgPuMQjbQxKdH2aBStViMFnt64f;Switchboard V2;oracle;price_feed;aot;switchboard_docs;Switchboard V2 oracle program - scheduled price updates = AOT
HEvSKofvBgfaexv23kMabbYqxasxU3mQ4ibBMEmJWHny;Chainlink Data Feed;oracle;price_feed;aot;chainlink_docs;Chainlink onchain data feed program on Solana - scheduled price updates = AOT
cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ;Chainlink Offchain Reader;oracle;price_feed;aot;chainlink_docs;Chainlink offchain data retrieval program - oracle infrastructure = AOT
stork1JUZMKYgjNagHiK2KdMmb42iTnYe9bYUCDUk8n;Stork Oracle;oracle;price_feed;aot;stork_docs;Stork oracle network on Solana - low-latency price feeds = AOT
HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt;Invariant Swap;dex;clmm;both;solscan;Invariant CLMM DEX - concentrated liquidity = LPs rebalance (AOT) + traders/arb (JIT)
7Zb1bGi32pfsrBkzWdqd4dFhUXwp5Nybr1zuaEwN34hy;Larix Lending;lending;lending;both;solscan;Larix lending protocol - liquidators/crankers = AOT + borrowers = JIT
6UeJYTLU1adaoHWeApWsoj1xNEDbWA2RhM2DLc8CrDDi;Apricot Finance Program;lending;lending;both;solscan;Apricot lending + leveraged yield farming - auto-deleverage = AOT + borrowers = JIT
3parcLrT7WnXAcyPfkCz49oofuuf2guUKkjuFkAhZW8Y;Parcl V3;perps;synthetics;both;solscan;Parcl real estate perps - oracle updates/keepers = AOT + traders = JIT
QMNeHCGYnLVDn1icRAfQZpjPLBNkfGbSKRB83G5d8KB;Quarry Mine;cranker;yield;potential;solscan;Quarry liquidity mining - yield farming protocol - potential AOT for reward distribution
3Katmm9dhvLQijAvomteYMo6rfVbY5NaCRNq9ZBqBgr6;Francium Lending Reward;cranker;yield;potential;solscan;Francium lending reward program - leveraged yield aggregator
2nAAsYdXF3eTQzaeUQS3fr4o782dDg8L28mX39Wr5j8N;Francium lyfRaydium;cranker;yield;both;solscan;Francium leveraged yield farming on Raydium - auto-compound = AOT + farmers = JIT
7bgvkyKyHvgHdNCTKhheHBYCnvu7BQsBKHAGWNX2jk7D;Arbitrage Bot (7bgvk);arb_bot;arbitrage;jit;solscan;Solscan: Arbitrage Bot - 1.6M priority fees (48h) - DEX-DEX arb = JIT
rexhfZLRRxRkPkw9izswgMFRPDb9U58jeinH7wqUVuw;Arbitrage Bot (rexhf);arb_bot;arbitrage;jit;solscan;Solscan: Arbitrage Bot - 963K priority fees (48h) - DEX-DEX arb = JIT
GMGNreQcJFufBiCTLDBgKhYEfEe9B454UjpDr5CaSLA1;Arbitrage Bot (GMGNr);arb_bot;arbitrage;jit;solscan;Solscan: Arbitrage Bot - 264K priority + 768 jito (48h) = JIT
FD1amxhTsDpwzoVX41dxp2ygAESURV2zdUACzxM1Dfw9;Arbitrage Bot (FD1am);arb_bot;arbitrage;jit;solscan;Solscan: Arbitrage Bot - 263K priority fees (48h) = JIT
MEViZt7uNtZs47XkjujUuMSAxxxVtQQ25SwToLcEckt;Arbitrage Bot (MEViZ);arb_bot;arbitrage;jit;solscan;Solscan: Arbitrage Bot - 260K priority fees (48h) = JIT
Crf6uiMVHpuqkQzE2FkWWces3xiYaTbTsFYPDSeNWksM;Arbitrage Bot (Crf6u);arb_bot;arbitrage;jit;solscan;Solscan: Arbitrage Bot - 100K priority + 761 jito (48h) = JIT
b1oomGGqPKGD6errbyfbVMBuzSC8WtAAYo8MwNafWW1;Bloom Router;dex;aggregator;both;solscan;Solscan: Bloom Router - DEX aggregator - routing reliability (AOT) + fast fills (JIT)
1oopBoJG58DgkUVKkEzKgyG9dvRmpgeEm1AVjoHkF78;Loopscale;lending;modular;both;solscan;Solscan: Loopscale - modular lending protocol - liquidators/crankers = AOT + borrowers = JIT
ExponentnaRg3CQbW6dqQNZKXp7gtZ9DGMp1cwC4HAS7;Exponent Finance;cranker;yield;both;solscan;Solscan: Exponent - yield trading (PT/YT like Pendle) - keepers = AOT + traders = JIT
T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT;Titan Exchange Router;dex;aggregator;both;solscan;Solscan: Titan Exchange Router - 297K priority + 202K jito (48h) - aggregator routing
tuna4uSQZncNeeiAMKbstuxA9CUkHH6HmC64wgmnogD;DefiTuna;lending;leverage;both;solscan;Solscan: DefiTuna - leveraged yield/lending - keepers = AOT + traders = JIT
